Token,Description,Exchange,Lot_size,Tick_size,Reserved,Trading_hours,Expiry_date,Expiry_timestamp,Symbol,Segment,Instrument_type,Symbol_token,Underlying,Underlying_token,Strike_price,Option_type,Isin,Field1,Field2,Field3
101126072854079,BANKNIFTY 28 Jul 26 71300 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71300CE,10,11,54079,BANKNIFTY,26009,71300.0,CE,101000000026009,,0,0.0
101126072854080,BANKNIFTY 28 Jul 26 71300 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71300PE,10,11,54080,BANKNIFTY,26009,71300.0,PE,101000000026009,,0,0.0
101126072854083,BANKNIFTY 28 Jul 26 71400 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71400CE,10,11,54083,BANKNIFTY,26009,71400.0,CE,101000000026009,,0,0.0
101126072854084,BANKNIFTY 28 Jul 26 71400 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71400PE,10,11,54084,BANKNIFTY,26009,71400.0,PE,101000000026009,,0,0.0
101126072854085,BANKNIFTY 28 Jul 26 71600 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71600CE,10,11,54085,BANKNIFTY,26009,71600.0,CE,101000000026009,,0,0.0
101126072854086,BANKNIFTY 28 Jul 26 71600 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71600PE,10,11,54086,BANKNIFTY,26009,71600.0,PE,101000000026009,,0,0.0
101126072854087,BANKNIFTY 28 Jul 26 71700 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71700CE,10,11,54087,BANKNIFTY,26009,71700.0,CE,101000000026009,,0,0.0
101126072854088,BANKNIFTY 28 Jul 26 71700 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71700PE,10,11,54088,BANKNIFTY,26009,71700.0,PE,101000000026009,,0,0.0
101126072854089,BANKNIFTY 28 Jul 26 71800 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71800CE,10,11,54089,BANKNIFTY,26009,71800.0,CE,101000000026009,,0,0.0
101126072854090,BANKNIFTY 28 Jul 26 71800 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL71800PE,10,11,54090,BANKNIFTY,26009,71800.0,PE,101000000026009,,0,0.0
101126072854091,BANKNIFTY 28 Jul 26 79000 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL79000CE,10,11,54091,BANKNIFTY,26009,79000.0,CE,101000000026009,,0,0.0
101126072854092,BANKNIFTY 28 Jul 26 79000 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL79000PE,10,11,54092,BANKNIFTY,26009,79000.0,PE,101000000026009,,0,0.0
101126072854095,BANKNIFTY 28 Jul 26 79500 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL79500CE,10,11,54095,BANKNIFTY,26009,79500.0,CE,101000000026009,,0,0.0
101126072854096,BANKNIFTY 28 Jul 26 79500 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL79500PE,10,11,54096,BANKNIFTY,26009,79500.0,PE,101000000026009,,0,0.0
101126072855972,BANKNIFTY 28 Jul 26 38400 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL38400CE,10,11,55972,BANKNIFTY,26009,38400.0,CE,101000000026009,,0,0.0
101126072855973,BANKNIFTY 28 Jul 26 38400 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL38400PE,10,11,55973,BANKNIFTY,26009,38400.0,PE,101000000026009,,0,0.0
101126072857084,BANKNIFTY 28 Jul 26 72300 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72300CE,10,11,57084,BANKNIFTY,26009,72300.0,CE,101000000026009,,0,0.0
101126072857085,BANKNIFTY 28 Jul 26 72300 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72300PE,10,11,57085,BANKNIFTY,26009,72300.0,PE,101000000026009,,0,0.0
101126072857086,BANKNIFTY 28 Jul 26 80000 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL80000CE,10,11,57086,BANKNIFTY,26009,80000.0,CE,101000000026009,,0,0.0
101126072857087,BANKNIFTY 28 Jul 26 80000 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL80000PE,10,11,57087,BANKNIFTY,26009,80000.0,PE,101000000026009,,0,0.0
101126072858364,BANKNIFTY 28 Jul 26 72700 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72700CE,10,11,58364,BANKNIFTY,26009,72700.0,CE,101000000026009,,0,0.0
101126072858365,BANKNIFTY 28 Jul 26 72700 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72700PE,10,11,58365,BANKNIFTY,26009,72700.0,PE,101000000026009,,0,0.0
101126072858366,BANKNIFTY 28 Jul 26 72800 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72800CE,10,11,58366,BANKNIFTY,26009,72800.0,CE,101000000026009,,0,0.0
101126072858372,BANKNIFTY 28 Jul 26 72800 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72800PE,10,11,58372,BANKNIFTY,26009,72800.0,PE,101000000026009,,0,0.0
101126072858378,BANKNIFTY 28 Jul 26 72900 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72900CE,10,11,58378,BANKNIFTY,26009,72900.0,CE,101000000026009,,0,0.0
101126072858381,BANKNIFTY 28 Jul 26 72900 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL72900PE,10,11,58381,BANKNIFTY,26009,72900.0,PE,101000000026009,,0,0.0
101126072858384,BANKNIFTY 28 Jul 26 80500 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL80500CE,10,11,58384,BANKNIFTY,26009,80500.0,CE,101000000026009,,0,0.0
101126072858385,BANKNIFTY 28 Jul 26 80500 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL80500PE,10,11,58385,BANKNIFTY,26009,80500.0,PE,101000000026009,,0,0.0
101126072861325,BANKNIFTY 28 Jul 26 33000 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL33000CE,10,11,61325,BANKNIFTY,26009,33000.0,CE,101000000026009,,0,0.0
101126072861326,BANKNIFTY 28 Jul 26 33000 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL33000PE,10,11,61326,BANKNIFTY,26009,33000.0,PE,101000000026009,,0,0.0
101126072861327,BANKNIFTY 28 Jul 26 33500 CE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL33500CE,10,11,61327,BANKNIFTY,26009,33500.0,CE,101000000026009,,0,0.0
101126072861328,BANKNIFTY 28 Jul 26 33500 PE,14,30,0.05,,0915-1530|1815-1915:,2026-07-15,1785232800,NSE:BANKNIFTY26JUL33500PE,10,11,61328,BANKNIFTY,26009,33500.0,PE,101000000026009,,0,0.0
